file,section_type,json_path,setting,spanish_default,english_translation,status
templates/product.synbiotic.json,fgp-doctor-testimonials,sections.fgp_doctor_testimonials_syn.blocks.doc_3.settings,quote,"La combinación de pre, pro y postbióticos con enzimas es justo lo que necesitan mis pacientes.","The combination of pre, pro, and postbiotics with enzymes is exactly what my patients need.",translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.settings,eyebrow,¿TIENES PREGUNTAS?,GOT QUESTIONS?,translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.settings,heading,Preguntas frecuentes,Frequently Asked Questions,translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_1.settings,question,¿Cómo tomo SYNBIOTIC+?,How do I take SYNBIOTIC+?,translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_1.settings,answer,"<p>Toma 2 cápsulas 3 veces al día con las comidas. Para mejores resultados, tómalo todos los días de forma constante.</p>","<p>Take 2 capsules 3 times a day with meals. For best results, take consistently every day.</p>",translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_2.settings,question,¿Necesita refrigeración?,Does it need refrigeration?,translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_2.settings,answer,"<p>No requiere refrigeración. Consérvalo en un lugar fresco y seco, lejos de la luz solar directa.</p>","<p>No refrigeration needed. Store in a cool, dry place away from direct sunlight.</p>",translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_3.settings,question,¿Cuándo empezaré a notar resultados?,When will I start feeling results?,translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_3.settings,answer,"<p>La mayoría de los clientes nota mejoras entre 2 y 4 semanas de uso constante, aunque los resultados pueden variar.</p>","<p>Most customers notice improvements within 2–4 weeks of consistent use, though results may vary.</p>",translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_4.settings,question,¿Es seguro para uso prolongado?,Is it safe for long-term use?,translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_4.settings,answer,"<p>Sí. SYNBIOTIC+ está formulado con ingredientes naturales y seguros, diseñados para uso diario y prolongado.</p>","<p>Yes. SYNBIOTIC+ is formulated with safe, natural ingredients designed for daily, long-term use.</p>",translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_5.settings,question,¿Quién debería tomar SYNBIOTIC+?,Who should take SYNBIOTIC+?,translated
templates/product.synbiotic.json,fgp-product-faq,sections.fgp_product_faq_syn.blocks.faq_5.settings,answer,"<p>SYNBIOTIC+ es ideal para adultos que buscan mejorar la salud digestiva, fortalecer la inmunidad y restaurar el equilibrio intestinal. Consulta a tu médico si estás embarazada, en período de lactancia o tienes alguna condición médica.</p>","<p>SYNBIOTIC+ is ideal for adults looking to improve digestive health, strengthen immunity, and restore gut balance. Consult your doctor if you are pregnant, nursing, or have a medical condition.</p>",translated
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.settings,eyebrow,LO QUE DICEN NUESTROS CLIENTES,WHAT OUR CUSTOMERS SAY,translated
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.settings,heading,Preferido por los clientes,Loved by Customers,translated
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.blocks.rev_1.settings,review,Llevo 3 meses usando Synbiotic+ y mi digestión ha mejorado muchísimo. Tengo más energía y me siento increíble.,I've been using Synbiotic+ for 3 months and my digestion has improved tremendously. I have more energy and feel incredible!,translated
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.blocks.rev_1.settings,name,Maria G.,Maria G.,identical
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.blocks.rev_1.settings,location,"San José, Costa Rica","San José, Costa Rica",identical
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.blocks.rev_2.settings,review,"Se acabó la hinchazón después de comer. Al principio era escéptica, pero este producto de verdad funciona. ¡Muy recomendado!",No more bloating after meals. I was skeptical at first but this product truly works. Highly recommend!,translated
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.blocks.rev_2.settings,name,Carlos M.,Carlos M.,identical
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.blocks.rev_2.settings,location,"Cartago, Costa Rica","Cartago, Costa Rica",identical
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.blocks.rev_3.settings,review,Por fin un probiótico que da resultados de verdad. Mi salud intestinal nunca ha estado mejor.,Finally a probiotic that actually delivers results. My gut health has never been better.,translated
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.blocks.rev_3.settings,name,Ana R.,Ana R.,identical
templates/product.synbiotic.json,fgp-customer-reviews,sections.fgp_customer_reviews_syn.blocks.rev_3.settings,location,"Heredia, Costa Rica","Heredia, Costa Rica",identical
templates/product.synbiotic.json,video,sections.video_fzzDHA.settings,heading,Video,Video,identical
templates/product.synbiotic.json,related-products,sections.related-products.settings,heading,También te puede gustar,You may also like,translated
sections/footer-group.json,fgp-footer,sections.fgp_footer.settings,address,"Plaza Florencia
Escazú, Costa Rica","Plaza Florencia
Escazú, Costa Rica",identical
sections/footer-group.json,fgp-footer,sections.fgp_footer.settings,hours,"Lun – Vie 8 a.m. – 8 p.m.
Sáb – Dom 9 a.m. – 4 p.m.","Mon – Fri 8 a.m. – 8 p.m.
Sat – Sun 9 a.m. – 4 p.m.",translated
sections/footer-group.json,fgp-footer,sections.fgp_footer.settings,menu_1_heading,Empresa,Company,translated
sections/footer-group.json,fgp-footer,sections.fgp_footer.settings,menu_2_heading,Recursos,Resources,translated
sections/footer-group.json,fgp-footer,sections.fgp_footer.settings,nl_subtext,Suscríbete a nuestro boletín y recibe un 5% de descuento en tu primera compra,Sign up for our newsletter and receive 5% off your first order,translated
sections/footer-group.json,fgp-footer,sections.fgp_footer.settings,nl_consent,Acepto recibir correos de marketing y ofertas especiales,I agree to receiving marketing emails and special deals,translated
sections/header-group.json,announcement-bar,sections.announcement-bar.blocks.announcement_pVWTkj.settings,text,Ya disponible con envío a EE. UU. 🇺🇸,Now available for shipping in the U.S 🇺🇸,translated
